Filename	Domain	Age	Sex	isSlavic	Source	OriginalName	NewlyAnnotated
tei-romi_8-JaB_ON_244_51_t_1	Romani	13	F	Yes	Romi	JaB_ON_244_51_t_1.xml	No
tei-romi_8-DK_MS_228_00_t_1	Romani	15	F	Yes	Romi	DK_MS_228_00_t_1.xml	No
tei-romi_8-DK_JN_249_00_t_1	Romani	14	M	Yes	Romi	DK_JN_249_00_t_1.xml	Yes
tei-romi_8-JS_DS_056_44_t_1	Romani	14	M	Yes	Romi	JS_DS_056_44_t_1.xml	No
tei-romi_8-p_mab_006_67_02_t_1	Romani	14	M	Yes	Romi	p_mab_006_67_02_t_1.xml	No
tei-romi_8-JS_JC_043_44_t_1	Romani	14	F	Yes	Romi	JS_JC_043_44_t_1.xml	No
tei-romi_8-eh_js_505_05_t_1	Romani	15	M	Yes	Romi	eh_js_505_05_t_1.xml	Yes
tei-romi_8-JS_JH_052_44_t_1	Romani	14	M	Yes	Romi	JS_JH_052_44_t_1.xml	Yes
tei-romi_8-DK_PH_263_00_t_1	Romani	14	M	Yes	Romi	DK_PH_263_00_t_1.xml	No
tei-romi_8-dk_rd_038_00_t_1	Romani	13	F	Yes	Romi	dk_rd_038_00_t_1.xml	Yes
tei-romi_8-JaB_NV_025_51_t_1	Romani	14	M	Yes	Romi	JaB_NV_025_51_t_1.xml	No
tei-romi_8-DK_MS_253_00_t_1	Romani	15	F	Yes	Romi	DK_MS_253_00_t_1.xml	No
tei-romi_8-JaB_KC_138_51_t_1	Romani	14	F	Yes	Romi	JaB_KC_138_51_t_1.xml	No
tei-romi_8-eh_js_504_05_t_1	Romani	15	M	Yes	Romi	eh_js_504_05_t_1.xml	Yes
tei-romi_8-JaB_PP_155_51_t_1	Romani	14	F	Yes	Romi	JaB_PP_155_51_t_1.xml	Yes
tei-romi_8-JaB_AU_253_51_t_1	Romani	13	F	Yes	Romi	JaB_AU_253_51_t_1.xml	Yes
tei-romi_8-eh_js_795_05_t_1	Romani	15	M	Yes	Romi	eh_js_795_05_t_1.xml	Yes
tei-romi_8-JaB_KCH_166_51_t_1	Romani	15	M	Yes	Romi	JaB_KCH_166_51_t_1.xml	No
tei-romi_1-DaK_AK_019_51_t_1	Romani	15	F	Yes	Romi	DaK_AK_019_51_t_1.xml	Yes
merlin-A2_Russa-KYJ0611004A	Second Learners	2029	Unknown	No	Merlin	KYJ0611004A.txt	Yes
merlin-B2_Other-PHA0510035	Second Learners	2029	Unknown	No	Merlin	PHA0510035.txt	Yes
merlin-B2_Other-PHA0710015	Second Learners	3039	Unknown	No	Merlin	PHA0710015.txt	Yes
merlin-B2_Other-PHA0209026	Second Learners	1519	Unknown	No	Merlin	PHA0209026.txt	Yes
merlin-B2_Other-PHA0510038	Second Learners	2029	Unknown	No	Merlin	PHA0510038.txt	Yes
merlin-B2_Other-PHA1109004	Second Learners	3039	Unknown	No	Merlin	PHA1109004.txt	Yes
merlin-B2_Other-PHA0710017	Second Learners	2029	Unknown	No	Merlin	PHA0710017.txt	Yes
merlin-B2_Other-PAR1011017	Second Learners	2029	Unknown	No	Merlin	PAR1011017.txt	Yes
merlin-B2_Other-PHA0509042	Second Learners	1519	Unknown	No	Merlin	PHA0509042.txt	Yes
merlin-B2_Other-PHA0509015	Second Learners	4049	Unknown	No	Merlin	PHA0509015.txt	Yes
merlin-B2_Other-PHA0509028	Second Learners	2029	Unknown	No	Merlin	PHA0509028.txt	Yes
merlin-B2_Other-PHA1109002	Second Learners	2029	Unknown	No	Merlin	PHA1109002.txt	Yes
merlin-B2_Other-PHA0111016	Second Learners	3039	Unknown	No	Merlin	PHA0111016.txt	Yes
merlin-B2_Other-PHA0411038	Second Learners	1519	Unknown	No	Merlin	PHA0411038.txt	Yes
merlin-B2_Other-PHA0411030	Second Learners	2029	Unknown	No	Merlin	PHA0411030.txt	Yes
merlin-B2_Other-PHA0509020	Second Learners	1519	Unknown	No	Merlin	PHA0509020.txt	Yes
merlin-B2_Other-PHA0411035	Second Learners	3039	Unknown	No	Merlin	PHA0411035.txt	Yes
merlin-B2_Other-PHA0811013	Second Learners	4049	Unknown	No	Merlin	PHA0811013.txt	Yes
merlin-A1_Other-PHA1109010	Second Learners	2029	Unknown	No	Merlin	PHA1109010.txt	Yes
merlin-A2_German-0918	Second Learners	Unknown	Unknown	No	Merlin	0918.txt	Yes
merlin-A2_German-1008	Second Learners	Unknown	Unknown	No	Merlin	1008.txt	Yes
merlin-A2_German-0639	Second Learners	Unknown	Unknown	No	Merlin	0639.txt	Yes
merlin-A2_German-0829	Second Learners	Unknown	Unknown	No	Merlin	0829.txt	Yes
merlin-A2_German-0814	Second Learners	Unknown	Unknown	No	Merlin	0814.txt	Yes
merlin-A2_German-0826	Second Learners	Unknown	Unknown	No	Merlin	0826.txt	Yes
merlin-A2_German-0910	Second Learners	Unknown	Unknown	No	Merlin	0910.txt	Yes
merlin-A2_German-0820	Second Learners	Unknown	Unknown	No	Merlin	0820.txt	Yes
merlin-A2_German-0914	Second Learners	Unknown	Unknown	No	Merlin	0914.txt	No
merlin-A2_German-0824	Second Learners	Unknown	Unknown	No	Merlin	0824.txt	Yes
merlin-A2_German-0623	Second Learners	Unknown	Unknown	No	Merlin	0623.txt	Yes
merlin-A2_German-1111	Second Learners	Unknown	Unknown	No	Merlin	1111.txt	No
merlin-A2_German-0630	Second Learners	Unknown	Unknown	No	Merlin	0630.txt	Yes
merlin-A2_German-0802	Second Learners	Unknown	Unknown	No	Merlin	0802.txt	Yes
merlin-A2_German-0616	Second Learners	Unknown	Unknown	No	Merlin	0616.txt	Yes
merlin-A2_German-0801	Second Learners	Unknown	Unknown	No	Merlin	0801.txt	Yes
merlin-A2_German-0717	Second Learners	Unknown	Unknown	No	Merlin	0717.txt	Yes
merlin-A2_German-1113	Second Learners	Unknown	Unknown	No	Merlin	1113.txt	Yes
merlin-A2_German-0618	Second Learners	Unknown	Unknown	No	Merlin	0618.txt	Yes
merlin-A2_German-0644	Second Learners	Unknown	Unknown	No	Merlin	0644.txt	No
merlin-A2_German-0718	Second Learners	Unknown	Unknown	No	Merlin	0718.txt	Yes
merlin-A2_German-0601	Second Learners	Unknown	Unknown	No	Merlin	0601.txt	Yes
merlin-A2_German-1010	Second Learners	Unknown	Unknown	No	Merlin	1010.txt	Yes
merlin-A2_German-PHA0510003B	Second Learners	2029	Unknown	No	Merlin	PHA0510003B.txt	Yes
merlin-A2_German-1018	Second Learners	Unknown	Unknown	No	Merlin	1018.txt	Yes
merlin-A2_German-0812	Second Learners	Unknown	Unknown	No	Merlin	0812.txt	Yes
merlin-A2_German-0609	Second Learners	Unknown	Unknown	No	Merlin	0609.txt	Yes
merlin-A2_German-0813	Second Learners	Unknown	Unknown	No	Merlin	0813.txt	Yes
merlin-A2_German-1001	Second Learners	Unknown	Unknown	No	Merlin	1001.txt	Yes
merlin-A2_German-1117	Second Learners	Unknown	Unknown	No	Merlin	1117.txt	Yes
merlin-A2_German-0613	Second Learners	Unknown	Unknown	No	Merlin	0613.txt	Yes
merlin-A2_German-1112	Second Learners	Unknown	Unknown	No	Merlin	1112.txt	Yes
merlin-A2_German-0924	Second Learners	Unknown	Unknown	No	Merlin	0924.txt	Yes
merlin-A2_German-0911	Second Learners	Unknown	Unknown	No	Merlin	0911.txt	Yes
merlin-A2_German-0638	Second Learners	Unknown	Unknown	No	Merlin	0638.txt	No
merlin-A2_German-0921	Second Learners	Unknown	Unknown	No	Merlin	0921.txt	Yes
merlin-A2_German-0723	Second Learners	Unknown	Unknown	No	Merlin	0723.txt	Yes
merlin-A2_German-0602	Second Learners	Unknown	Unknown	No	Merlin	0602.txt	Yes
merlin-A2_German-0817	Second Learners	Unknown	Unknown	No	Merlin	0817.txt	Yes
merlin-A2_German-1003	Second Learners	Unknown	Unknown	No	Merlin	1003.txt	Yes
merlin-A2_German-0930	Second Learners	Unknown	Unknown	No	Merlin	0930.txt	Yes
merlin-A2_German-1115	Second Learners	Unknown	Unknown	No	Merlin	1115.txt	Yes
merlin-A2_German-0635	Second Learners	Unknown	Unknown	No	Merlin	0635.txt	Yes
merlin-A2_German-0725	Second Learners	Unknown	Unknown	No	Merlin	0725.txt	Yes
merlin-A2_German-PHA0411011A	Second Learners	2029	Unknown	No	Merlin	PHA0411011A.txt	Yes
merlin-A2_German-0804	Second Learners	Unknown	Unknown	No	Merlin	0804.txt	Yes
merlin-A2_German-PHA0509007	Second Learners	2029	Unknown	No	Merlin	PHA0509007.txt	Yes
merlin-A2_German-0916	Second Learners	Unknown	Unknown	No	Merlin	0916.txt	Yes
merlin-A2_German-0720	Second Learners	Unknown	Unknown	No	Merlin	0720.txt	Yes
merlin-A2_German-1004	Second Learners	Unknown	Unknown	No	Merlin	1004.txt	Yes
merlin-A2_German-PHA0510003A	Second Learners	2029	Unknown	No	Merlin	PHA0510003A.txt	Yes
merlin-A2_German-0615	Second Learners	Unknown	Unknown	No	Merlin	0615.txt	Yes
merlin-A2_German-PHA0411011B	Second Learners	2029	Unknown	No	Merlin	PHA0411011B.txt	No
merlin-A2_German-0806	Second Learners	Unknown	Unknown	No	Merlin	0806.txt	Yes
merlin-A2_German-0810	Second Learners	Unknown	Unknown	No	Merlin	0810.txt	Yes
merlin-A2_German-1005	Second Learners	Unknown	Unknown	No	Merlin	1005.txt	No
merlin-A2_German-0917	Second Learners	Unknown	Unknown	No	Merlin	0917.txt	Yes
merlin-A2_German-PHA0610019A	Second Learners	4049	Unknown	No	Merlin	PHA0610019A.txt	Yes
merlin-A2_German-1016	Second Learners	Unknown	Unknown	No	Merlin	1016.txt	Yes
merlin-A2_German-0641	Second Learners	Unknown	Unknown	No	Merlin	0641.txt	Yes
merlin-A2_German-0922	Second Learners	Unknown	Unknown	No	Merlin	0922.txt	Yes
merlin-A2_German-0622	Second Learners	Unknown	Unknown	No	Merlin	0622.txt	No
merlin-A2_German-PHA0610019B	Second Learners	4049	Unknown	No	Merlin	PHA0610019B.txt	Yes
merlin-A2_German-0642	Second Learners	Unknown	Unknown	No	Merlin	0642.txt	Yes
merlin-A2_German-0818	Second Learners	Unknown	Unknown	No	Merlin	0818.txt	Yes
merlin-A2_German-0612	Second Learners	Unknown	Unknown	No	Merlin	0612.txt	Yes
merlin-A2_German-0803	Second Learners	Unknown	Unknown	No	Merlin	0803.txt	Yes
merlin-A2_German-0808	Second Learners	Unknown	Unknown	No	Merlin	0808.txt	Yes
merlin-A2_German-1116	Second Learners	Unknown	Unknown	No	Merlin	1116.txt	Yes
merlin-A2_German-0822	Second Learners	Unknown	Unknown	No	Merlin	0822.txt	Yes
merlin-A2_German-0620	Second Learners	Unknown	Unknown	No	Merlin	0620.txt	Yes
merlin-A2_German-0608	Second Learners	Unknown	Unknown	No	Merlin	0608.txt	Yes
merlin-A2_German-0625	Second Learners	Unknown	Unknown	No	Merlin	0625.txt	Yes
merlin-A2_German-0610	Second Learners	Unknown	Unknown	No	Merlin	0610.txt	Yes
merlin-A2_German-1021	Second Learners	Unknown	Unknown	No	Merlin	1021.txt	Yes
merlin-A2_German-1015	Second Learners	Unknown	Unknown	No	Merlin	1015.txt	Yes
merlin-A2_Other-PHA0411008B	Second Learners	1519	Unknown	No	Merlin	PHA0411008B.txt	Yes
merlin-A2_Other-PHA0411008A	Second Learners	1519	Unknown	No	Merlin	PHA0411008A.txt	Yes
merlin-A2_Other-PHA1110003B	Second Learners	2029	Unknown	No	Merlin	PHA1110003B.txt	Yes
merlin-A2_Other-PHA1110001B	Second Learners	3039	Unknown	No	Merlin	PHA1110001B.txt	Yes
merlin-A2_Other-KYJ0611006A	Second Learners	2029	Unknown	No	Merlin	KYJ0611006A.txt	Yes
merlin-A2_Other-KYJ0611005A	Second Learners	1519	Unknown	No	Merlin	KYJ0611005A.txt	Yes
merlin-A2_Other-PAR1011009A	Second Learners	2029	Unknown	No	Merlin	PAR1011009A.txt	Yes
merlin-A2_Other-KYJ0611006B	Second Learners	2029	Unknown	No	Merlin	KYJ0611006B.txt	Yes
merlin-A2_Other-LIB0611004B	Second Learners	3039	Unknown	No	Merlin	LIB0611004B.txt	Yes
merlin-A2_Other-PHA1111009A	Second Learners	3039	Unknown	No	Merlin	PHA1111009A.txt	Yes
merlin-A2_Other-KYJ0611009B	Second Learners	3039	Unknown	No	Merlin	KYJ0611009B.txt	Yes
merlin-A2_Other-ST071122B	Second Learners	Unknown	Unknown	No	Merlin	ST071122B.txt	Yes
merlin-A2_Other-PHA1111008A	Second Learners	3039	Unknown	No	Merlin	PHA1111008A.txt	Yes
merlin-A2_Other-PHA0509013	Second Learners	2029	Unknown	No	Merlin	PHA0509013.txt	Yes
merlin-A2_Other-PHA1110003A	Second Learners	2029	Unknown	No	Merlin	PHA1110003A.txt	Yes
merlin-A2_Other-KYJ0611009A	Second Learners	3039	Unknown	No	Merlin	KYJ0611009A.txt	Yes
merlin-A2_Other-PHA1111001A	Second Learners	2029	Unknown	No	Merlin	PHA1111001A.txt	Yes
merlin-A2_Other-PHA1111008B	Second Learners	3039	Unknown	No	Merlin	PHA1111008B.txt	Yes
merlin-A2_Other-PHA1111001B	Second Learners	2029	Unknown	No	Merlin	PHA1111001B.txt	Yes
merlin-A2_Other-PHA1109008	Second Learners	2029	Unknown	No	Merlin	PHA1109008.txt	Yes
merlin-A2_Other-PHA0112002A	Second Learners	2029	Unknown	No	Merlin	PHA0112002A.txt	Yes
merlin-A2_Other-PHA1110001A	Second Learners	3039	Unknown	No	Merlin	PHA1110001A.txt	Yes
merlin-A2_Other-PHA0112007A	Second Learners	1519	Unknown	No	Merlin	PHA0112007A.txt	Yes
merlin-A2_Other-LIB0611004A	Second Learners	3039	Unknown	No	Merlin	LIB0611004A.txt	Yes
merlin-A2_Other-PHA0112007B	Second Learners	1519	Unknown	No	Merlin	PHA0112007B.txt	Yes
merlin-A2_Other-PHA0510004B	Second Learners	4049	Unknown	No	Merlin	PHA0510004B.txt	Yes
merlin-A2_Other-LIB0611003A	Second Learners	2029	Unknown	No	Merlin	LIB0611003A.txt	Yes
merlin-A2_Other-PAR1011009B	Second Learners	2029	Unknown	No	Merlin	PAR1011009B.txt	Yes
merlin-A2_Other-PHA0510002B	Second Learners	1519	Unknown	No	Merlin	PHA0510002B.txt	Yes
merlin-A2_Other-KYJ0611005B	Second Learners	1519	Unknown	No	Merlin	KYJ0611005B.txt	Yes
merlin-A2_Other-PHA0112002B	Second Learners	2029	Unknown	No	Merlin	PHA0112002B.txt	Yes
merlin-A2_Other-PHA0210004	Second Learners	3039	Unknown	No	Merlin	PHA0210004.txt	Yes
merlin-B2_Slovak-PHA0811019	Second Learners	3039	Unknown	Yes	Merlin	PHA0811019.txt	Yes
merlin-B2_Slovak-PHA0509022	Second Learners	2029	Unknown	Yes	Merlin	PHA0509022.txt	Yes
merlin-B2_Slovak-PHA0111010	Second Learners	3039	Unknown	Yes	Merlin	PHA0111010.txt	Yes
merlin-B2_Slovak-PHA0810015	Second Learners	5059	Unknown	Yes	Merlin	PHA0810015.txt	Yes
merlin-B2_Slovak-PHA1110022	Second Learners	3039	Unknown	Yes	Merlin	PHA1110022.txt	Yes
merlin-B2_Slovak-PHA0411055	Second Learners	3039	Unknown	Yes	Merlin	PHA0411055.txt	Yes
merlin-B2_Slovak-PHA0509018	Second Learners	3039	Unknown	Yes	Merlin	PHA0509018.txt	Yes
merlin-B2_Slovak-PHA0811017	Second Learners	2029	Unknown	Yes	Merlin	PHA0811017.txt	Yes
merlin-B2_Slovak-PHA0710013	Second Learners	2029	Unknown	Yes	Merlin	PHA0710013.txt	Yes
merlin-A2_Spanish-PHA0112003A	Second Learners	2029	Unknown	No	Merlin	PHA0112003A.txt	Yes
merlin-A2_Spanish-PHA0112003B	Second Learners	2029	Unknown	No	Merlin	PHA0112003B.txt	Yes
merlin-A2_Spanish-PHA0411012A	Second Learners	2029	Unknown	No	Merlin	PHA0411012A.txt	Yes
merlin-B1_Slovak-PHA0509019	Second Learners	2029	Unknown	Yes	Merlin	PHA0509019.txt	Yes
merlin-B2_Russian-PHA0411041	Second Learners	4049	Unknown	Yes	Merlin	PHA0411041.txt	Yes
merlin-B2_Russian-PHA0610018	Second Learners	3039	Unknown	Yes	Merlin	PHA0610018.txt	Yes
merlin-B2_Russian-PHA0710011	Second Learners	2029	Unknown	Yes	Merlin	PHA0710011.txt	Yes
merlin-B2_Russian-PHA0411058	Second Learners	1519	Unknown	Yes	Merlin	PHA0411058.txt	Yes
merlin-B2_Russian-PHA0610017	Second Learners	3039	Unknown	Yes	Merlin	PHA0610017.txt	Yes
merlin-B2_Russian-PHA0411044	Second Learners	1519	Unknown	Yes	Merlin	PHA0411044.txt	Yes
merlin-B2_Russian-PHA0710014	Second Learners	3039	Unknown	Yes	Merlin	PHA0710014.txt	Yes
merlin-B2_Russian-PHA0811012	Second Learners	3039	Unknown	Yes	Merlin	PHA0811012.txt	Yes
merlin-B2_Russian-PHA0509043	Second Learners	1519	Unknown	Yes	Merlin	PHA0509043.txt	Yes
merlin-B2_Russian-PHA0111015	Second Learners	2029	Unknown	Yes	Merlin	PHA0111015.txt	Yes
merlin-B2_Russian-PHA0509037	Second Learners	4049	Unknown	Yes	Merlin	PHA0509037.txt	Yes
merlin-B2_Russian-PHA0411051	Second Learners	1519	Unknown	Yes	Merlin	PHA0411051.txt	Yes
merlin-B2_Russian-PHA0710018	Second Learners	2029	Unknown	Yes	Merlin	PHA0710018.txt	Yes
merlin-B2_Russian-PHA0509036	Second Learners	2029	Unknown	Yes	Merlin	PHA0509036.txt	Yes
merlin-B2_Russian-PHA0411054	Second Learners	2029	Unknown	Yes	Merlin	PHA0411054.txt	Yes
merlin-B2_Russian-PHA0510034	Second Learners	1519	Unknown	Yes	Merlin	PHA0510034.txt	Yes
merlin-B2_Russian-PHA0411061	Second Learners	1519	Unknown	Yes	Merlin	PHA0411061.txt	Yes
merlin-B2_Russian-PHA0509039	Second Learners	1519	Unknown	Yes	Merlin	PHA0509039.txt	Yes
merlin-B2_Russian-PHA0411056	Second Learners	2029	Unknown	Yes	Merlin	PHA0411056.txt	Yes
merlin-B2_Russian-0819	Second Learners	Unknown	Unknown	Yes	Merlin	0819.txt	Yes
merlin-B2_Russian-PHA0610016	Second Learners	4049	Unknown	Yes	Merlin	PHA0610016.txt	Yes
merlin-B2_Russian-PHA0710021	Second Learners	3039	Unknown	Yes	Merlin	PHA0710021.txt	Yes
merlin-B2_Russian-PHA0710012	Second Learners	2029	Unknown	Yes	Merlin	PHA0710012.txt	Yes
merlin-B2_Russian-PHA0411059	Second Learners	2029	Unknown	Yes	Merlin	PHA0411059.txt	Yes
merlin-B1_Polish-PHA0510031	Second Learners	2029	Unknown	Yes	Merlin	PHA0510031.txt	Yes
merlin-B1_Polish-VAR0910006	Second Learners	2029	Unknown	Yes	Merlin	VAR0910006.txt	Yes
merlin-B1_Polish-PHA0112009B	Second Learners	3039	Unknown	Yes	Merlin	PHA0112009B.txt	Yes
merlin-B1_Polish-PHA0810003	Second Learners	2029	Unknown	Yes	Merlin	PHA0810003.txt	Yes
merlin-B1_Polish-PHA0112009A	Second Learners	3039	Unknown	Yes	Merlin	PHA0112009A.txt	Yes
merlin-B1_Polish-VAR0909007	Second Learners	3039	Unknown	Yes	Merlin	VAR0909007.txt	Yes
merlin-B1_Polish-VAR0910011	Second Learners	2029	Unknown	Yes	Merlin	VAR0910011.txt	Yes
merlin-B1_Polish-PHA0411045	Second Learners	2029	Unknown	Yes	Merlin	PHA0411045.txt	Yes
merlin-B1_Polish-PHA0810006	Second Learners	2029	Unknown	Yes	Merlin	PHA0810006.txt	Yes
merlin-B1_Polish-0607	Second Learners	Unknown	Unknown	Yes	Merlin	0607.txt	Yes
merlin-B1_Polish-PHA1109005	Second Learners	2029	Unknown	Yes	Merlin	PHA1109005.txt	Yes
merlin-B1_Polish-0633	Second Learners	Unknown	Unknown	Yes	Merlin	0633.txt	Yes
merlin-B1_Polish-PHA0810008	Second Learners	2029	Unknown	Yes	Merlin	PHA0810008.txt	Yes
merlin-B1_Polish-VAR0909005	Second Learners	2029	Unknown	Yes	Merlin	VAR0909005.txt	Yes
merlin-B1_Polish-VAR0910007	Second Learners	2029	Unknown	Yes	Merlin	VAR0910007.txt	Yes
merlin-B1_Polish-1002	Second Learners	Unknown	Unknown	Yes	Merlin	1002.txt	Yes
merlin-B1_Polish-PHA0810012	Second Learners	3039	Unknown	Yes	Merlin	PHA0810012.txt	Yes
merlin-B1_Polish-PHA0111002B	Second Learners	2029	Unknown	Yes	Merlin	PHA0111002B.txt	Yes
merlin-B1_Polish-0715	Second Learners	Unknown	Unknown	Yes	Merlin	0715.txt	Yes
merlin-B1_Russian-PHA0411037	Second Learners	1519	Unknown	Yes	Merlin	PHA0411037.txt	Yes
merlin-B1_Russian-PHA0510037	Second Learners	1519	Unknown	Yes	Merlin	PHA0510037.txt	Yes
merlin-B1_Russian-PHA0510027	Second Learners	1519	Unknown	Yes	Merlin	PHA0510027.txt	Yes
merlin-B1_Russian-PHA0809009	Second Learners	2029	Unknown	Yes	Merlin	PHA0809009.txt	Yes
merlin-B1_Russian-PHA0810011	Second Learners	3039	Unknown	Yes	Merlin	PHA0810011.txt	Yes
merlin-B1_Russian-MOS0611015	Second Learners	2029	Unknown	Yes	Merlin	MOS0611015.txt	Yes
merlin-B1_Russian-PHA0509035	Second Learners	1519	Unknown	Yes	Merlin	PHA0509035.txt	Yes
merlin-B1_Russian-PHA0509024	Second Learners	2029	Unknown	Yes	Merlin	PHA0509024.txt	Yes
merlin-B1_Russian-PHA0510040	Second Learners	1519	Unknown	Yes	Merlin	PHA0510040.txt	Yes
merlin-B1_Russian-PHA0810004	Second Learners	4049	Unknown	Yes	Merlin	PHA0810004.txt	Yes
merlin-B1_Russian-PHA0411062	Second Learners	2029	Unknown	Yes	Merlin	PHA0411062.txt	Yes
merlin-B1_Russian-0920	Second Learners	Unknown	Unknown	Yes	Merlin	0920.txt	Yes
merlin-B1_Russian-MOS0611013	Second Learners	2029	Unknown	Yes	Merlin	MOS0611013.txt	Yes
merlin-B1_Russian-PHA0509032	Second Learners	2029	Unknown	Yes	Merlin	PHA0509032.txt	Yes
merlin-B1_Russian-PHA0510049	Second Learners	1519	Unknown	Yes	Merlin	PHA0510049.txt	Yes
merlin-B1_Russian-PHA0509017	Second Learners	1519	Unknown	Yes	Merlin	PHA0509017.txt	Yes
merlin-B1_Russian-PHA0411060	Second Learners	2029	Unknown	Yes	Merlin	PHA0411060.txt	Yes
merlin-B1_Russian-PHA0411047	Second Learners	1519	Unknown	Yes	Merlin	PHA0411047.txt	Yes
merlin-B1_Russian-MOS0509001	Second Learners	2029	Unknown	Yes	Merlin	MOS0509001.txt	Yes
merlin-B1_Russian-MOS0611012	Second Learners	2029	Unknown	Yes	Merlin	MOS0611012.txt	Yes
merlin-B1_Russian-PHA0810010	Second Learners	3039	Unknown	Yes	Merlin	PHA0810010.txt	Yes
merlin-B1_Russian-PHA0411033	Second Learners	2029	Unknown	Yes	Merlin	PHA0411033.txt	Yes
merlin-B1_Russian-PHA0610015	Second Learners	2029	Unknown	Yes	Merlin	PHA0610015.txt	Yes
merlin-B1_Russian-PHA0811010	Second Learners	2029	Unknown	Yes	Merlin	PHA0811010.txt	Yes
merlin-B1_Russian-PHA0411029	Second Learners	4049	Unknown	Yes	Merlin	PHA0411029.txt	Yes
merlin-B1_Russian-PHA0510046	Second Learners	1519	Unknown	Yes	Merlin	PHA0510046.txt	Yes
merlin-B1_Russian-MOS0509004	Second Learners	3039	Unknown	Yes	Merlin	MOS0509004.txt	Yes
merlin-B1_Russian-0627	Second Learners	Unknown	Unknown	Yes	Merlin	0627.txt	Yes
merlin-A2_Polish-PHA0509033	Second Learners	2029	Unknown	Yes	Merlin	PHA0509033.txt	Yes
merlin-B1_French-PHA0809010	Second Learners	1519	Unknown	No	Merlin	PHA0809010.txt	Yes
merlin-B1_French-PAR1011013	Second Learners	2029	Unknown	No	Merlin	PAR1011013.txt	Yes
merlin-B1_French-PHA0509041	Second Learners	2029	Unknown	No	Merlin	PHA0509041.txt	Yes
merlin-B1_French-PHA0509021	Second Learners	2029	Unknown	No	Merlin	PHA0509021.txt	Yes
merlin-B1_French-PAR1011014	Second Learners	2029	Unknown	No	Merlin	PAR1011014.txt	Yes
merlin-B1_French-PAR1011015	Second Learners	3039	Unknown	No	Merlin	PAR1011015.txt	Yes
merlin-B2_English-PHA1110015	Second Learners	2029	Unknown	No	Merlin	PHA1110015.txt	Yes
merlin-B2_English-PHA0510023	Second Learners	2029	Unknown	No	Merlin	PHA0510023.txt	Yes
merlin-B2_English-PHA0709008	Second Learners	2029	Unknown	No	Merlin	PHA0709008.txt	Yes
merlin-B2_English-PHA0510036	Second Learners	4049	Unknown	No	Merlin	PHA0510036.txt	Yes
merlin-B2_English-PHA0510032	Second Learners	3039	Unknown	No	Merlin	PHA0510032.txt	Yes
merlin-B1_Other-BER0609003	Second Learners	2029	Unknown	No	Merlin	BER0609003.txt	Yes
merlin-B1_Other-PHA0811020	Second Learners	2029	Unknown	No	Merlin	PHA0811020.txt	Yes
merlin-B1_Other-PHA0209024	Second Learners	3039	Unknown	No	Merlin	PHA0209024.txt	Yes
merlin-B1_Other-PHA0411032	Second Learners	2029	Unknown	No	Merlin	PHA0411032.txt	Yes
merlin-B1_Other-PHA0509031	Second Learners	1519	Unknown	No	Merlin	PHA0509031.txt	Yes
merlin-B1_Other-PHA0112006A	Second Learners	3039	Unknown	No	Merlin	PHA0112006A.txt	Yes
merlin-B1_Other-PHA0509038	Second Learners	1519	Unknown	No	Merlin	PHA0509038.txt	Yes
merlin-B1_Other-BER0611006	Second Learners	2029	Unknown	No	Merlin	BER0611006.txt	Yes
merlin-B1_Other-PHA1110013	Second Learners	3039	Unknown	No	Merlin	PHA1110013.txt	Yes
merlin-B1_Other-PHA0112006B	Second Learners	3039	Unknown	No	Merlin	PHA0112006B.txt	Yes
merlin-B1_Other-PHA0111011	Second Learners	3039	Unknown	No	Merlin	PHA0111011.txt	Yes
merlin-B1_Other-PHA0509040	Second Learners	3039	Unknown	No	Merlin	PHA0509040.txt	Yes
merlin-B1_Other-PHA0209034	Second Learners	3039	Unknown	No	Merlin	PHA0209034.txt	Yes
merlin-B1_Other-VAR0209036	Second Learners	2029	Unknown	No	Merlin	VAR0209036.txt	Yes
merlin-B1_Other-PHA0509034	Second Learners	3039	Unknown	No	Merlin	PHA0509034.txt	Yes
merlin-B1_Other-PHA1110002B	Second Learners	1519	Unknown	No	Merlin	PHA1110002B.txt	Yes
merlin-B1_Other-BER0611003	Second Learners	2029	Unknown	No	Merlin	BER0611003.txt	Yes
merlin-B1_Other-PHA0811014	Second Learners	1519	Unknown	No	Merlin	PHA0811014.txt	Yes
merlin-B1_Other-PHA0510050	Second Learners	2029	Unknown	No	Merlin	PHA0510050.txt	Yes
merlin-B1_Other-PHA1110014	Second Learners	4049	Unknown	No	Merlin	PHA1110014.txt	Yes
merlin-B1_Other-PHA0811016	Second Learners	1519	Unknown	No	Merlin	PHA0811016.txt	Yes
merlin-B1_Other-PHA1110002A	Second Learners	1519	Unknown	No	Merlin	PHA1110002A.txt	Yes
merlin-B1_Other-PHA0510048	Second Learners	1519	Unknown	No	Merlin	PHA0510048.txt	Yes
merlin-B1_Other-BER0611007	Second Learners	1519	Unknown	No	Merlin	BER0611007.txt	Yes
merlin-B1_Other-PHA0510030	Second Learners	3039	Unknown	No	Merlin	PHA0510030.txt	Yes
merlin-B1_Other-PHA0509027	Second Learners	2029	Unknown	No	Merlin	PHA0509027.txt	Yes
merlin-B1_Other-PHA0411042	Second Learners	1519	Unknown	No	Merlin	PHA0411042.txt	Yes
